folder_name,repetitions,input_shape,output_shape,scaling,dataset_percentage,data_set,epochs,max_runtime,activation_function,initial_max_nodes,loss_function,optimizer,population_size,mating_pool,mutation_rate,algorithm
Lonely_Loss_GA,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Loss_GA
Lonely_Error_GA,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Error_GA


#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#Fitness-funktion, skalering på antallet af parametre
Lonely_Acc_Par_Scale_0_1,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Acc_Par_Scale_0_1
Lonely_Acc_Par_Scale_0_33,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,7,10,10,0.2,Lonely_Acc_Par_Scale_0_33

Lonely_Los_Par_Scale_0_1,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Par_Scale_0_1
Lonely_Los_Par_Scale_0_33,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Par_Scale_0_33

Lonely_Err_Par_Scale_0_1,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Err_Par_Scale_0_1
Lonely_Err_Par_Scale_0_33,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Err_Par_Scale_0_33


#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#Fitness-funktion, eksponentiel fitness-funktion
Lonely_Los_Exp_Loss_2,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Exp_Loss_2
Lonely_Los_Exp_Loss_3,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Exp_Loss_3
Lonely_Los_Exp_Loss_4,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Exp_Loss_4
Lonely_Los_Exp_Loss_5,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Exp_Loss_5

Lonely_Los_Overall_Exp_2,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Overall_Exp_2
Lonely_Los_Overall_Exp_3,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Overall_Exp_3
Lonely_Los_Overall_Exp_4,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Overall_Exp_4
Lonely_Los_Overall_Exp_5,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Overall_Exp_5


#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#Flere skjulte lag, mutér et lag
Lonely_Los_Layers_3,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_3
Lonely_Los_Layers_4,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_4
Lonely_Los_Layers_5,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_5


#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#Flere skjulte lag, mutér alle lag
Lonely_Los_Layers_Mut_All_3,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_Mut_All_3
Lonely_Los_Layers_Mut_All_4,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_Mut_All_4
Lonely_Los_Layers_Mut_All_5,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_Mut_All_5


#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#Flere skjulte lag, kopier sidste lag
Lonely_Los_Layers_Mut_All_Copy_3,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_Mut_All_Copy_3
Lonely_Los_Layers_Mut_All_Copy_4,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_Mut_All_Copy_4
Lonely_Los_Layers_Mut_All_Copy_5,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Lonely_Los_Layers_Mut_All_Copy_5

#--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#Sexual reproduction
Crossover,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Crossover
Crossover_Min_Layers,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.2,Crossover_Min_Layers
Crossover_Random_Initial_Layer_No,3,"(28,28)",10,255.0,0.1,1,5,3600,6,50,6,5,10,10,0.8,Crossover_Random_Initial_Layer_No
